C	inner_split	ndcg_ohc
1	0	0.672272807786505
1	1	0.7021803959005753
1	2	0.6773742941403973
4	0	0.6738753927573052
4	1	0.7017130162553332
4	2	0.6822650677804086
16	0	0.678830679622142
16	1	0.6975867760671243
16	2	0.6916933048678724
32	0	0.6769622598917221
32	1	0.6928723657528387
32	2	0.6875165606919819
64	0	0.6588667113007268
64	1	0.6838312251624384
64	2	0.6747706757765501
