sample_id	sequence_length	dataset	k	n_top_k
42	55	EA_positive	10	47.0
42	55	EA_positive	20	51.0
43	58	EA_positive	1	27.75
43	58	EA_positive	5	49.5
43	58	EA_positive	10	51.0
43	58	EA_positive	20	53.0
44	47	EA_negative	1	25.5
44	47	EA_negative	5	41.5
44	47	EA_negative	10	43.0
44	47	EA_negative	20	44.0
45	66	EA_positive	1	26.5
45	66	EA_positive	5	52.5
45	66	EA_positive	10	59.0
45	66	EA_positive	20	63.0
46	56	EA_positive	1	26.0
46	56	EA_positive	5	43.5
46	56	EA_positive	10	49.0
46	56	EA_positive	20	55.0
47	41	positive	1	18.0
47	41	positive	5	26.0
47	41	positive	10	34.0
47	41	positive	20	40.0
