C	inner_split	ndcg_ohc
1	0	0.7104996199521264
1	1	0.6882414233888494
1	2	0.6674654342898223
4	0	0.7275074089164204
4	1	0.6861435987743921
4	2	0.6700102213822885
16	0	0.7244573390476976
16	1	0.681403424059768
16	2	0.6763407844924971
32	0	0.7073841900509286
32	1	0.6768022177464244
32	2	0.6705941913504339
64	0	0.6842346816044317
64	1	0.6588470494436297
64	2	0.6591209741894932
128	0	0.7027802234790752
128	1	0.6636031203888118
128	2	0.6262910877595179
256	0	0.6686554389687802
256	1	0.6047530547867078
256	2	0.5855357577320415
