C	inner_split	ndcg_ohc
1	0	0.7004451082238398
1	1	0.6724656305145102
1	2	0.700150293908873
4	0	0.7086478330952312
4	1	0.6802200085256245
4	2	0.7015529880345076
16	0	0.7114891803096121
16	1	0.6892417093311081
16	2	0.7093309190440341
32	0	0.7053404877211237
32	1	0.687121565162647
32	2	0.693070213263998
64	0	0.7078390846001221
64	1	0.658837709581558
64	2	0.6798060843990444
128	0	0.6882149931481486
128	1	0.634491994322927
128	2	0.676021657986074
256	0	0.6507151365668895
256	1	0.6051949750352645
256	2	0.6328899105074258
