k	top_acc_perc
1	26.153846153846157
2	40.0
3	44.61538461538462
4	47.69230769230769
5	52.307692307692314
6	55.38461538461539
7	55.38461538461539
8	61.53846153846154
9	61.53846153846154
10	66.15384615384615
11	69.23076923076923
12	70.76923076923077
13	70.76923076923077
14	72.3076923076923
15	75.38461538461539
16	76.92307692307693
17	76.92307692307693
18	76.92307692307693
19	76.92307692307693
20	76.92307692307693
21	76.92307692307693
22	76.92307692307693
23	76.92307692307693
24	76.92307692307693
25	76.92307692307693
26	76.92307692307693
27	76.92307692307693
28	76.92307692307693
29	78.46153846153847
30	78.46153846153847
31	78.46153846153847
32	78.46153846153847
33	78.46153846153847
34	78.46153846153847
35	80.0
36	80.0
37	80.0
38	80.0
39	80.0
40	81.53846153846153
41	83.07692307692308
42	83.07692307692308
43	83.07692307692308
44	83.07692307692308
45	84.61538461538461
46	84.61538461538461
47	84.61538461538461
48	84.61538461538461
49	84.61538461538461
50	84.61538461538461
