C	inner_split	ndcg_ohc
1	0	0.6984917220415323
1	1	0.7120743492091759
1	2	0.6632862249591267
4	0	0.7119840451897016
4	1	0.7132960647419426
4	2	0.6661143395020095
16	0	0.7042284462161256
16	1	0.7036972400953866
16	2	0.6699980535997597
32	0	0.7039246073145469
32	1	0.695941102033334
32	2	0.6692303037266313
64	0	0.7020481274185872
64	1	0.6869427411112755
64	2	0.6497144387673064
128	0	0.6778649865683606
128	1	0.650041926508755
128	2	0.6393927521895435
256	0	0.6501711292281903
256	1	0.5880106126644017
256	2	0.6264011812615634
