C	inner_split	ndcg_ohc
1	0	0.6842727281909854
1	1	0.6664963890491832
1	2	0.685226075562651
4	0	0.6800044802113195
4	1	0.664073928369593
4	2	0.6947277668073802
16	0	0.6840822060464024
16	1	0.6545986728188885
16	2	0.7051805615316651
32	0	0.6740603028892408
32	1	0.6585699806392242
32	2	0.7026238944052465
64	0	0.6737662339731775
64	1	0.639459293736716
64	2	0.697412146835202
128	0	0.6651800956737824
128	1	0.6246546504783195
128	2	0.6835884555667505
256	0	0.6353638404197756
256	1	0.5939899950757751
256	2	0.6558918429347489
