C	inner_split	ndcg_ohc
1	0	0.6595893821853714
1	1	0.6945201069945185
1	2	0.7065991911681828
4	0	0.6587103239603027
4	1	0.6990163714949366
4	2	0.7048118096622378
16	0	0.6639505842106044
16	1	0.6996341599006668
16	2	0.7006257341936514
32	0	0.6597787822280996
32	1	0.6893349556788687
32	2	0.6897206531944101
64	0	0.6544787366682652
64	1	0.6524964744117722
64	2	0.6852141585439374
128	0	0.6424384292994222
128	1	0.6342757410483564
128	2	0.6424188791850853
256	0	0.5773247736751438
256	1	0.6017506858782031
256	2	0.6158927083313761
