C	inner_split	ndcg_ohc
1	0	0.6947022372014725
1	1	0.6946209604155092
1	2	0.6858419400680436
4	0	0.7028049139087774
4	1	0.6947142719273431
4	2	0.6965641260913856
16	0	0.7092627446143215
16	1	0.6976251794342591
16	2	0.706845527494389
32	0	0.6949424813603803
32	1	0.6914963165882657
32	2	0.7096189264812823
64	0	0.6873148268985727
64	1	0.6959572431116773
64	2	0.7067769783158737
128	0	0.642851178307065
128	1	0.6621014040447375
128	2	0.7073928731029618
256	0	0.6349335933916358
256	1	0.6315184841157172
256	2	0.6664645571712833
