C	inner_split	ndcg_ohc
1	0	0.6918030559913216
1	1	0.6939676070637048
1	2	0.7080719329507935
4	0	0.7024974978224616
4	1	0.7011310109331945
4	2	0.7081254113161155
16	0	0.7128326454356707
16	1	0.7007488810620798
16	2	0.7221666646961907
32	0	0.7026800973150384
32	1	0.6968804809128363
32	2	0.7209653258602324
64	0	0.7042892095180439
64	1	0.6660904149294824
64	2	0.7183626536544702
128	0	0.6828257092216771
128	1	0.6522319043256023
128	2	0.6900154514256542
256	0	0.6414630126375369
256	1	0.6333338712171351
256	2	0.657229961767654
