C	inner_split	ndcg_ohc
1	0	0.677375890301298
1	1	0.7086815015970086
1	2	0.6996586160312083
4	0	0.6797422793687171
4	1	0.7031187118447301
4	2	0.6987954657226902
16	0	0.6901072135223177
16	1	0.7044853575702892
16	2	0.7001738355287664
32	0	0.681444801292866
32	1	0.7016049819641571
32	2	0.7047046716120609
64	0	0.6776382637255061
64	1	0.6924347318327023
64	2	0.7035640894797272
128	0	0.667893731051579
128	1	0.6795308812238171
128	2	0.6901176157737869
256	0	0.6316823416090421
256	1	0.6176929271222281
256	2	0.6517044891660806
