C	inner_split	ndcg_ohc
1	0	0.670998329384539
1	1	0.6824703586595137
1	2	0.7111062636043458
4	0	0.6789261509084444
4	1	0.6813140692125559
4	2	0.7104739796488013
16	0	0.6887498333284398
16	1	0.6821049033554424
16	2	0.7108798736311225
32	0	0.6751979474786669
32	1	0.6817810971241985
32	2	0.7027279479931804
64	0	0.6727240851710173
64	1	0.6674728367355006
64	2	0.6976867878487404
128	0	0.6503713149873537
128	1	0.6426410474315954
128	2	0.6615622008524509
256	0	0.6190543577960124
256	1	0.5897296482732226
256	2	0.6290555455551529
