C	inner_split	ndcg_ohc
1	0	0.6752603902414902
1	1	0.682335162378514
1	2	0.7502064038801016
4	0	0.68077112458332
4	1	0.6850827142309328
4	2	0.747485317373397
16	0	0.6826601496455388
16	1	0.6983666580917379
16	2	0.736549475666166
32	0	0.685321415742433
32	1	0.6952289911134212
32	2	0.7324408515038433
64	0	0.679524134811774
64	1	0.7016252332410355
64	2	0.7271643585914326
128	0	0.67142958054614
128	1	0.6589336973956649
128	2	0.7021094321700242
256	0	0.6223928800657662
256	1	0.6160755503383789
256	2	0.6576247081069594
