C	inner_split	ndcg_ohc
1	0	0.6871427846730757
1	1	0.6937140101972346
1	2	0.6685870731067289
4	0	0.6937056894380604
4	1	0.6872633136285394
4	2	0.6674966430007976
16	0	0.7076788837348261
16	1	0.6956966987069252
16	2	0.6630095407044114
32	0	0.7086941371667618
32	1	0.6937066080354396
32	2	0.6601377687955319
64	0	0.6974702620683001
64	1	0.6795586629605294
64	2	0.6511531253461564
128	0	0.6619908579615987
128	1	0.6543279376561243
128	2	0.644743940925804
256	0	0.6430808431793739
256	1	0.6417947683634083
256	2	0.6066931349303739
