C	inner_split	ndcg_ohc
1	0	0.6457828815518845
1	1	0.668266062359246
1	2	0.697180754428253
4	0	0.6558393120199413
4	1	0.6688810648489155
4	2	0.7000273179612853
16	0	0.6638700108566711
16	1	0.6729106271748828
16	2	0.6976242882776412
32	0	0.6578471791623921
32	1	0.6645408100688299
32	2	0.697982881100487
64	0	0.6260884408058783
64	1	0.6583370994266886
64	2	0.6978176720042868
128	0	0.6018384202393873
128	1	0.6603623019150544
128	2	0.6955689704259591
256	0	0.5907232936330494
256	1	0.6215545504333361
256	2	0.6661013056606271
