k	top_acc_perc
1	26.153846153846157
2	41.53846153846154
3	50.76923076923077
4	55.38461538461539
5	60.0
6	63.07692307692307
7	67.6923076923077
8	67.6923076923077
9	70.76923076923077
10	72.3076923076923
11	73.84615384615385
12	73.84615384615385
13	73.84615384615385
14	73.84615384615385
15	73.84615384615385
16	76.92307692307693
17	76.92307692307693
18	76.92307692307693
19	76.92307692307693
20	78.46153846153847
21	78.46153846153847
22	78.46153846153847
23	78.46153846153847
24	81.53846153846153
25	81.53846153846153
26	81.53846153846153
27	84.61538461538461
28	84.61538461538461
29	84.61538461538461
30	84.61538461538461
31	84.61538461538461
32	84.61538461538461
33	84.61538461538461
34	84.61538461538461
35	84.61538461538461
36	84.61538461538461
37	84.61538461538461
38	84.61538461538461
39	84.61538461538461
40	86.15384615384616
41	86.15384615384616
42	86.15384615384616
43	87.6923076923077
44	87.6923076923077
45	87.6923076923077
46	87.6923076923077
47	87.6923076923077
48	87.6923076923077
49	87.6923076923077
50	87.6923076923077
