C	inner_split	ndcg_ohc
1	0	0.6667074785521154
1	1	0.6816515824062058
1	2	0.6980566234541279
4	0	0.6686726161127228
4	1	0.6863639540685061
4	2	0.6948244953342688
16	0	0.6789701177896972
16	1	0.6895532724017
16	2	0.6912922557675679
32	0	0.6715819155030104
32	1	0.6757869791222973
32	2	0.6905195208284389
64	0	0.660320859011522
64	1	0.6329048282181057
64	2	0.6854038609587024
128	0	0.6542097204451783
128	1	0.6170070586997213
128	2	0.6752963510068011
256	0	0.6332399927271352
256	1	0.576403879982946
256	2	0.644378883809784
