C	inner_split	ndcg_ohc
1	0	0.6935104212922885
1	1	0.688338870484877
1	2	0.7036214051531268
4	0	0.70443261532387
4	1	0.6945703866171958
4	2	0.7132230819859029
16	0	0.7168939107108394
16	1	0.7005635269427738
16	2	0.7215369161676295
32	0	0.7141713478775028
32	1	0.7072453233680357
32	2	0.7169085632476964
64	0	0.7122299723693325
64	1	0.7114299867178151
64	2	0.6984897865448155
128	0	0.6887774618227437
128	1	0.6832350420467542
128	2	0.6882876378738918
256	0	0.6752630423474961
256	1	0.640371560428287
256	2	0.6593272108179711
