C	inner_split	ndcg_ohc
1	0	0.6820298607344735
1	1	0.6684385700643422
1	2	0.7270399985549955
4	0	0.6840276125850625
4	1	0.6673425676333457
4	2	0.7256114208982865
16	0	0.7071037333133309
16	1	0.6593573270524349
16	2	0.725905506765028
32	0	0.7045985177724274
32	1	0.6555811896892738
32	2	0.7233655741515902
64	0	0.6789523490390802
64	1	0.6446991766602811
64	2	0.7162459366108375
128	0	0.6851560667532492
128	1	0.6355234582370347
128	2	0.6993550468128106
256	0	0.6483372958173943
256	1	0.6096970925312815
256	2	0.6772294613198121
