C	inner_split	ndcg_ohc
1	0	0.6851161297675381
1	1	0.6873443786058107
1	2	0.6953101042786322
4	0	0.6982306659871793
4	1	0.6977164284067425
4	2	0.6960744490700774
16	0	0.6981056460852944
16	1	0.7025936655005601
16	2	0.7037329894691173
32	0	0.690801005965268
32	1	0.7002653570336249
32	2	0.7041832119884136
64	0	0.6644988115766018
64	1	0.6863583551262545
64	2	0.6975036357851824
128	0	0.6673205011126397
128	1	0.6706974188998338
128	2	0.6938821819140186
256	0	0.6228872088958379
256	1	0.6389115662665146
256	2	0.6529092272802736
