C	inner_split	ndcg_ohc
1	0	0.6783799072744682
1	1	0.689389020957235
1	2	0.6899717623553051
4	0	0.6797818416146064
4	1	0.6914171043705222
4	2	0.6912970776564334
16	0	0.6872509308031893
16	1	0.6959288798908181
16	2	0.6908967564066054
32	0	0.6833592641504347
32	1	0.6987503783296802
32	2	0.684518847387896
64	0	0.6876817624845901
64	1	0.6940621080672434
64	2	0.6784375717004623
128	0	0.6555918599445111
128	1	0.6788796525164787
128	2	0.6684555370664158
256	0	0.6419266551843552
256	1	0.6342611514866966
256	2	0.6174546022955423
