C	inner_split	ndcg_ohc
1	0	0.7116739408486292
1	1	0.6891549465945884
1	2	0.6907767961264586
4	0	0.710428815517151
4	1	0.7038289422571846
4	2	0.6929795610367382
16	0	0.7031646209473323
16	1	0.7079705171095944
16	2	0.6992671888630737
32	0	0.7004164751586045
32	1	0.6959026588721957
32	2	0.7032013332554112
64	0	0.6821065162400338
64	1	0.6786965700390664
64	2	0.7044447174737626
128	0	0.6660339047465607
128	1	0.6668478580800536
128	2	0.69914011833644
256	0	0.6463525856724359
256	1	0.6400616070300534
256	2	0.6568529964945437
