C	inner_split	ndcg_ohc
1	0	0.7045306971142706
1	1	0.7009027755385807
1	2	0.674647171101966
4	0	0.7116267424430058
4	1	0.702088538489441
4	2	0.6754486049121374
16	0	0.7096873162689318
16	1	0.7072488947973253
16	2	0.6889770755380844
32	0	0.7112571109378442
32	1	0.7005437285823765
32	2	0.6794106483301804
64	0	0.7094116121933297
64	1	0.6956289334499426
64	2	0.6752572349402234
128	0	0.7085141273511261
128	1	0.6623264765112119
128	2	0.6732921083354974
256	0	0.683084486471272
256	1	0.6262560442163754
256	2	0.6547566779171107
