k	top_acc_perc
1	18.461538461538463
2	38.46153846153847
3	47.69230769230769
4	55.38461538461539
5	60.0
6	63.07692307692307
7	66.15384615384615
8	69.23076923076923
9	69.23076923076923
10	69.23076923076923
11	69.23076923076923
12	70.76923076923077
13	70.76923076923077
14	70.76923076923077
15	70.76923076923077
16	72.3076923076923
17	72.3076923076923
18	73.84615384615385
19	73.84615384615385
20	76.92307692307693
21	76.92307692307693
22	76.92307692307693
23	76.92307692307693
24	76.92307692307693
25	78.46153846153847
26	80.0
27	81.53846153846153
28	81.53846153846153
29	83.07692307692308
30	83.07692307692308
31	84.61538461538461
32	86.15384615384616
33	87.6923076923077
34	87.6923076923077
35	87.6923076923077
36	87.6923076923077
37	87.6923076923077
38	87.6923076923077
39	89.23076923076924
40	89.23076923076924
41	89.23076923076924
42	89.23076923076924
43	89.23076923076924
44	89.23076923076924
45	89.23076923076924
46	89.23076923076924
47	89.23076923076924
48	89.23076923076924
49	89.23076923076924
50	90.76923076923077
