C	inner_split	ndcg_ohc
1	0	0.7026424111664491
1	1	0.7299920006864662
1	2	0.7210183347761533
4	0	0.7098008306307911
4	1	0.7407496469136892
4	2	0.7135079445442142
16	0	0.7065955838936276
16	1	0.7334115910425089
16	2	0.703009381046304
32	0	0.6977036107027085
32	1	0.7148823007472082
32	2	0.6995564928425569
64	0	0.7017633164816274
64	1	0.7180592794366707
64	2	0.6969795096528396
128	0	0.6981360807699496
128	1	0.6938342251596933
128	2	0.6887600985645429
256	0	0.618238040292962
256	1	0.6740764779379499
256	2	0.6611059174372936
