C	inner_split	ndcg_ohc
1	0	0.6801022195621714
1	1	0.7098049861033422
1	2	0.7201137122811686
4	0	0.67624193979117
4	1	0.7054948270243445
4	2	0.7204040125789485
16	0	0.6734547901074553
16	1	0.7023092353855266
16	2	0.7273879621108121
32	0	0.6762465691282339
32	1	0.7020825427413384
32	2	0.7196490788666553
64	0	0.6646317072298601
64	1	0.6981164379343211
64	2	0.7163319911239743
128	0	0.6665068891396693
128	1	0.6795039483422827
128	2	0.6938213655381386
256	0	0.643040819854719
256	1	0.6454428082883481
256	2	0.6707436928777751
