C	inner_split	ndcg_ohc
1	0	0.6817698689955485
1	1	0.6984951387493424
1	2	0.7117808689758381
4	0	0.6931222240294413
4	1	0.7026172961835564
4	2	0.7145128742340425
16	0	0.697428978509344
16	1	0.6997232370385471
16	2	0.7187506344851705
32	0	0.6735275440538098
32	1	0.6956050632487053
32	2	0.7110945534198647
64	0	0.6673359518791397
64	1	0.6803575197833419
64	2	0.7148203299209381
128	0	0.6475161235911113
128	1	0.6553931799074701
128	2	0.6797894642219897
256	0	0.5966045682781821
256	1	0.635599612256738
256	2	0.6581315984832458
