C	inner_split	ndcg_ohc
1	0	0.6911209340638238
1	1	0.6956022819310774
1	2	0.7175485518592789
4	0	0.6904498354580447
4	1	0.6960541384288461
4	2	0.7239052121314828
16	0	0.6976990200415681
16	1	0.689349682344263
16	2	0.7255818865028582
32	0	0.6891547404756524
32	1	0.6872449927065931
32	2	0.7162602882299257
64	0	0.6885623902990595
64	1	0.6741866564563244
64	2	0.707599264334476
128	0	0.6630115366728696
128	1	0.6646037874528965
128	2	0.7094889986611229
256	0	0.6475116067299305
256	1	0.6095974608832374
256	2	0.6579582927273567
