k	top_acc_perc
1	29.230769230769234
2	38.46153846153847
3	44.61538461538462
4	52.307692307692314
5	53.84615384615385
6	55.38461538461539
7	60.0
8	61.53846153846154
9	63.07692307692307
10	63.07692307692307
11	67.6923076923077
12	69.23076923076923
13	72.3076923076923
14	72.3076923076923
15	73.84615384615385
16	73.84615384615385
17	73.84615384615385
18	75.38461538461539
19	76.92307692307693
20	76.92307692307693
21	78.46153846153847
22	80.0
23	81.53846153846153
24	81.53846153846153
25	81.53846153846153
26	83.07692307692308
27	83.07692307692308
28	83.07692307692308
29	83.07692307692308
30	83.07692307692308
31	84.61538461538461
32	84.61538461538461
33	86.15384615384616
34	86.15384615384616
35	86.15384615384616
36	86.15384615384616
37	86.15384615384616
38	86.15384615384616
39	87.6923076923077
40	87.6923076923077
41	87.6923076923077
42	87.6923076923077
43	87.6923076923077
44	87.6923076923077
45	87.6923076923077
46	87.6923076923077
47	87.6923076923077
48	87.6923076923077
49	87.6923076923077
50	87.6923076923077
