C	inner_split	ndcg_ohc
1	0	0.6773906892987014
1	1	0.6837301158022597
1	2	0.7274013028241006
4	0	0.6786160515044432
4	1	0.679231159425944
4	2	0.7307959104860834
16	0	0.6845981344191681
16	1	0.6788388289065576
16	2	0.7331993768582592
32	0	0.6758813414167925
32	1	0.6752027696334404
32	2	0.7289468758242587
64	0	0.6877595719704968
64	1	0.6748379537963272
64	2	0.7355932645272445
128	0	0.6720843496595289
128	1	0.6636792794934511
128	2	0.6990096348283624
256	0	0.6360041963245753
256	1	0.616296696396477
256	2	0.673487145145801
