C	inner_split	ndcg_ohc
1	0	0.6659284692078652
1	1	0.7379617695399624
1	2	0.7113748620984384
4	0	0.6746967007898779
4	1	0.7487237010295668
4	2	0.7143457353243621
16	0	0.6779555631010394
16	1	0.7401176747202747
16	2	0.7103737317247182
32	0	0.6696148555240151
32	1	0.726966363424298
32	2	0.7061531118195463
64	0	0.6607360087285148
64	1	0.7233929391582429
64	2	0.6998089808251381
128	0	0.6381508936651581
128	1	0.6971461364416423
128	2	0.6887727135830194
256	0	0.6164528022481204
256	1	0.6776518283014716
256	2	0.65624092030647
