C	inner_split	ndcg_ohc
1	0	0.6593939491978738
1	1	0.6920559760439203
1	2	0.6717751113371145
4	0	0.6745770309642759
4	1	0.6913981635713068
4	2	0.6658410075901491
16	0	0.680648822003175
16	1	0.6972122686463541
16	2	0.66264399267809
32	0	0.6729241793995058
32	1	0.6844953420692974
32	2	0.6586603164954339
64	0	0.6604426963633625
64	1	0.6659722778734615
64	2	0.6577805676186679
128	0	0.6465265549532717
128	1	0.6413207891800373
128	2	0.6487449680310178
256	0	0.6012381307667967
256	1	0.6142381958523002
256	2	0.6199497927648436
