C	inner_split	ndcg_ohc
1	0	0.6654993471904675
1	1	0.6946508793287343
1	2	0.6796248041032622
4	0	0.6707035962433615
4	1	0.6998096937387598
4	2	0.6827184143035673
16	0	0.6659967858396744
16	1	0.6986107314321321
16	2	0.6839152738658835
32	0	0.6672191840139579
32	1	0.6912343180895
32	2	0.6838292328760427
64	0	0.6521265381063882
64	1	0.6821732830963491
64	2	0.677991658696899
128	0	0.6155908512056276
128	1	0.6261500356969555
128	2	0.662879949303165
256	0	0.5974174549892642
256	1	0.5796052497995158
256	2	0.6314069332873133
