C	inner_split	ndcg_ohc
1	0	0.6950878731229988
1	1	0.6807457106921622
1	2	0.7047923930276433
4	0	0.7022457462163546
4	1	0.6823788857689413
4	2	0.7154024405629931
16	0	0.7094787769617612
16	1	0.6818127590891495
16	2	0.7278163540600026
32	0	0.7062896068925415
32	1	0.6716004651498212
32	2	0.7157385433744682
64	0	0.6989119035126653
64	1	0.6636069835859051
64	2	0.7019520255922008
128	0	0.6713568743850331
128	1	0.6439663879763462
128	2	0.681070095588786
256	0	0.6477033634445327
256	1	0.6011280829936677
256	2	0.6730254051573596
