k	top_acc_perc
1	30.76923076923077
2	43.07692307692308
3	55.38461538461539
4	56.92307692307692
5	63.07692307692307
6	66.15384615384615
7	67.6923076923077
8	70.76923076923077
9	72.3076923076923
10	73.84615384615385
11	76.92307692307693
12	78.46153846153847
13	78.46153846153847
14	78.46153846153847
15	78.46153846153847
16	80.0
17	80.0
18	80.0
19	81.53846153846153
20	81.53846153846153
21	83.07692307692308
22	84.61538461538461
23	86.15384615384616
24	87.6923076923077
25	87.6923076923077
26	87.6923076923077
27	87.6923076923077
28	87.6923076923077
29	87.6923076923077
30	89.23076923076924
31	89.23076923076924
32	89.23076923076924
33	89.23076923076924
34	89.23076923076924
35	89.23076923076924
36	90.76923076923077
37	90.76923076923077
38	90.76923076923077
39	90.76923076923077
40	90.76923076923077
41	90.76923076923077
42	92.3076923076923
43	92.3076923076923
44	92.3076923076923
45	92.3076923076923
46	92.3076923076923
47	92.3076923076923
48	92.3076923076923
49	92.3076923076923
50	92.3076923076923
