C	inner_split	ndcg_ohc
1	0	0.6855677379305565
1	1	0.7140810792978058
1	2	0.6749878451249615
4	0	0.6867764086212363
4	1	0.7138800675809202
4	2	0.679427986024949
16	0	0.686518044109795
16	1	0.7105112311194987
16	2	0.684005080938959
32	0	0.6858733082994608
32	1	0.6978447514960767
32	2	0.6886336155849923
64	0	0.6729175533109789
64	1	0.6854716643551363
64	2	0.6694998226268679
128	0	0.6551395642374085
128	1	0.6788999316539664
128	2	0.652003631784874
256	0	0.6163991543985544
256	1	0.6607821918747074
256	2	0.6028206451013619
