C	inner_split	ndcg_ohc
1	0	0.6850649775410366
1	1	0.7281855442259428
1	2	0.6897021641119558
4	0	0.6878876921716689
4	1	0.7364931858815004
4	2	0.6888196640643348
16	0	0.6937690951684526
16	1	0.7319162133908709
16	2	0.7029374794303095
32	0	0.6860463619588022
32	1	0.720569911922213
32	2	0.6991736284940692
64	0	0.6649128637357881
64	1	0.7156727721065245
64	2	0.7066054328463857
128	0	0.6664788305566179
128	1	0.7089012673123822
128	2	0.6798505858849055
256	0	0.6295385413395844
256	1	0.6616047761747788
256	2	0.6710971731034802
