C	inner_split	ndcg_ohc
1	0	0.6974124883028293
1	1	0.6717361149501386
1	2	0.7150902373391582
4	0	0.6939373207139642
4	1	0.6817945660811517
4	2	0.720737584615175
16	0	0.6937043316634238
16	1	0.6816826609586206
16	2	0.7342435715639198
32	0	0.6962452305338616
32	1	0.6816657197957726
32	2	0.7277297347903536
64	0	0.6767795608080002
64	1	0.6659358405564446
64	2	0.7183496786472727
128	0	0.6709668151883748
128	1	0.6300151487371652
128	2	0.7133893335119492
256	0	0.627527164432382
256	1	0.6148321845323391
256	2	0.6687942384366896
