C	inner_split	ndcg_ohc
1	0	0.6833525813312259
1	1	0.7000372376930062
1	2	0.7128908231819856
4	0	0.6913861033362583
4	1	0.7106010597211714
4	2	0.7126641940976737
16	0	0.6953929127260084
16	1	0.6994250458051154
16	2	0.7137685825150003
32	0	0.6960460107276014
32	1	0.6940743670374881
32	2	0.7092983127498035
64	0	0.6777259816539934
64	1	0.6773450098153914
64	2	0.7020714629192926
128	0	0.6567565485873429
128	1	0.639839803190299
128	2	0.67426058096335
256	0	0.6173054202267321
256	1	0.6168375775278359
256	2	0.6577204254282935
