C	inner_split	ndcg_ohc
1	0	0.6804270698197286
1	1	0.6893693652278801
1	2	0.697092202620187
4	0	0.6914094740684558
4	1	0.6889011684722588
4	2	0.7008306740880081
16	0	0.6873432242890474
16	1	0.690928704005051
16	2	0.7063166983511348
32	0	0.6783995296729501
32	1	0.6874940919883348
32	2	0.7069122541188484
64	0	0.6726397279827376
64	1	0.6720607669455609
64	2	0.7014286534092791
128	0	0.64896120446004
128	1	0.6371971594317476
128	2	0.6856462188089538
256	0	0.6258932905367042
256	1	0.6159116242214691
256	2	0.664883707127631
