C	inner_split	ndcg_ohc
1	0	0.6577019456173266
1	1	0.6872414192910856
1	2	0.7259554929326355
4	0	0.6668601356681794
4	1	0.698641570737237
4	2	0.7321638711563323
16	0	0.6790618952023628
16	1	0.7030031396716865
16	2	0.7209437127910178
32	0	0.6803169992132208
32	1	0.6981726167184017
32	2	0.7113168403434634
64	0	0.6839468272981133
64	1	0.6895422477626504
64	2	0.7008445524827321
128	0	0.6523229294434076
128	1	0.6696897445417113
128	2	0.6714223037149819
256	0	0.6304697310859476
256	1	0.6151028859892558
256	2	0.6427632498336197
