C	inner_split	ndcg_ohc
1	0	0.680346130701567
1	1	0.7064966611136012
1	2	0.6780363559483928
4	0	0.692300017443593
4	1	0.7140517323758547
4	2	0.688562968301041
16	0	0.701872543273351
16	1	0.716407700531105
16	2	0.6982023138919186
32	0	0.7006013366152734
32	1	0.7142429120286885
32	2	0.6938386567015986
64	0	0.6824744943719163
64	1	0.6934206894270997
64	2	0.6936426608002288
128	0	0.656806472946965
128	1	0.6781275238728218
128	2	0.6754917464607558
256	0	0.6178072594087002
256	1	0.655389729596011
256	2	0.6540921817116487
