k	top_acc_perc
1	30.76923076923077
2	52.307692307692314
3	60.0
4	64.61538461538461
5	66.15384615384615
6	69.23076923076923
7	73.84615384615385
8	76.92307692307693
9	78.46153846153847
10	78.46153846153847
11	78.46153846153847
12	78.46153846153847
13	78.46153846153847
14	78.46153846153847
15	80.0
16	80.0
17	80.0
18	80.0
19	80.0
20	81.53846153846153
21	81.53846153846153
22	81.53846153846153
23	81.53846153846153
24	83.07692307692308
25	83.07692307692308
26	84.61538461538461
27	86.15384615384616
28	86.15384615384616
29	86.15384615384616
30	86.15384615384616
31	86.15384615384616
32	86.15384615384616
33	86.15384615384616
34	86.15384615384616
35	86.15384615384616
36	87.6923076923077
37	89.23076923076924
38	89.23076923076924
39	89.23076923076924
40	89.23076923076924
41	89.23076923076924
42	89.23076923076924
43	89.23076923076924
44	89.23076923076924
45	89.23076923076924
46	89.23076923076924
47	89.23076923076924
48	89.23076923076924
49	90.76923076923077
50	90.76923076923077
