C	inner_split	ndcg_ohc
1	0	0.7146356194298111
1	1	0.7080503001213418
1	2	0.6974066821420603
4	0	0.7085497014124066
4	1	0.7171242514563466
4	2	0.6948011423225506
16	0	0.70693925925914
16	1	0.714927137009384
16	2	0.6990185673994458
32	0	0.698243925000243
32	1	0.7001855948159396
32	2	0.698635767935465
64	0	0.691648589965904
64	1	0.6910374187241736
64	2	0.6876206771984306
128	0	0.6738044103661698
128	1	0.6516138155360157
128	2	0.6773527202976
256	0	0.6251073497241963
256	1	0.6291993334848843
256	2	0.6627930891122542
