C	inner_split	ndcg_ohc
1	0	0.6696778666330038
1	1	0.7000838511832934
1	2	0.6756365887743495
4	0	0.6750238144326002
4	1	0.7037340452253358
4	2	0.6777795900137296
16	0	0.6835485401138738
16	1	0.697952973345292
16	2	0.6817633404529677
32	0	0.6790381773395426
32	1	0.6917100957527175
32	2	0.6802979425936866
64	0	0.6613012847930947
64	1	0.6713228292470442
64	2	0.673265412551768
128	0	0.6320895636717759
128	1	0.6631950869893467
128	2	0.6622114928059004
256	0	0.5996246734444716
256	1	0.6362883138265026
256	2	0.6449743327547561
