sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	23.85
0	54	EA_positive	5	43.50000000000001
0	54	EA_positive	10	47.000000000000014
0	54	EA_positive	20	51.000000000000014
1	41	positive	1	17.5
1	41	positive	5	24.0
1	41	positive	10	31.0
1	41	positive	20	36.0
2	72	EA_positive	1	31.0
2	72	EA_positive	5	54.5
2	72	EA_positive	10	63.0
2	72	EA_positive	20	67.0
3	47	EA_negative	1	22.392857142857142
3	47	EA_negative	5	37.21428571428572
3	47	EA_negative	10	43.000000000000014
3	47	EA_negative	20	46.000000000000014
4	41	positive	1	15.5
4	41	positive	5	24.5
4	41	positive	10	31.0
4	41	positive	20	37.0
5	68	EA_positive	1	31.0
5	68	EA_positive	5	54.5
5	68	EA_positive	10	64.0
5	68	EA_positive	20	66.0
6	47	EA_negative	1	22.5
6	47	EA_negative	5	40.5
6	47	EA_negative	10	42.5
6	47	EA_negative	20	45.0
7	54	EA_positive	1	20.75
7	54	EA_positive	5	39.5
7	54	EA_positive	10	44.0
7	54	EA_positive	20	50.0
8	47	EA_negative	1	22.5
8	47	EA_negative	5	40.5
8	47	EA_negative	10	43.0
8	47	EA_negative	20	46.00000000000001
9	70	EA_positive	1	29.5
9	70	EA_positive	5	55.5
9	70	EA_positive	10	62.0
9	70	EA_positive	20	67.0
10	55	EA_positive	1	22.25
10	55	EA_positive	5	41.0
10	55	EA_positive	10	46.0
10	55	EA_positive	20	49.0
11	51	EA_positive	1	24.75
11	51	EA_positive	5	44.0
11	51	EA_positive	10	47.0
11	51	EA_positive	20	50.0
12	47	EA_negative	1	20.5
12	47	EA_negative	5	41.5
12	47	EA_negative	10	43.00000000000001
12	47	EA_negative	20	46.000000000000014
13	53	EA_positive	1	18.0
13	53	EA_positive	5	37.5
13	53	EA_positive	10	46.0
13	53	EA_positive	20	48.0
14	74	EA_positive	1	25.75
14	74	EA_positive	5	58.5
14	74	EA_positive	10	65.0
14	74	EA_positive	20	69.0
15	73	EA_positive	1	30.75
15	73	EA_positive	5	58.0
15	73	EA_positive	10	63.0
15	73	EA_positive	20	67.0
16	53	EA_positive	1	20.75
16	53	EA_positive	5	42.5
16	53	EA_positive	10	49.0
16	53	EA_positive	20	50.0
17	25	negative	1	7.805555555555555
17	25	negative	5	18.36111111111111
17	25	negative	10	23.55555555555555
17	25	negative	20	24.000000000000007
18	63	EA_positive	1	26.666666666666664
18	63	EA_positive	5	49.83333333333332
18	63	EA_positive	10	51.999999999999986
18	63	EA_positive	20	55.999999999999986
19	47	EA_negative	1	22.642857142857142
19	47	EA_negative	5	38.21428571428572
19	47	EA_negative	10	43.000000000000014
19	47	EA_negative	20	45.000000000000014
20	25	negative	1	8.75
20	25	negative	5	18.583333333333336
20	25	negative	10	23.000000000000004
20	25	negative	20	24.00000000000001
21	72	EA_positive	1	31.75
21	72	EA_positive	5	56.66666666666667
21	72	EA_positive	10	64.0
21	72	EA_positive	20	67.0
22	41	positive	1	16.5
22	41	positive	5	25.0
22	41	positive	10	31.0
22	41	positive	20	39.0
23	65	EA_positive	1	28.75
23	65	EA_positive	5	48.5
23	65	EA_positive	10	59.0
23	65	EA_positive	20	62.0
24	25	negative	1	6.277777777777778
24	25	negative	5	19.18888888888889
24	25	negative	10	24.0
24	25	negative	20	24.0
25	66	EA_positive	1	25.0
25	66	EA_positive	5	49.5
25	66	EA_positive	10	57.0
25	66	EA_positive	20	62.0
26	62	EA_positive	1	31.0
26	62	EA_positive	5	49.5
26	62	EA_positive	10	55.0
26	62	EA_positive	20	57.0
27	41	positive	1	17.5
27	41	positive	5	23.0
27	41	positive	10	31.0
27	41	positive	20	38.0
28	41	positive	1	17.5
28	41	positive	5	25.0
28	41	positive	10	30.0
28	41	positive	20	36.0
29	71	EA_positive	1	32.5
29	71	EA_positive	5	59.0
29	71	EA_positive	10	65.0
29	71	EA_positive	20	67.0
30	54	EA_positive	1	25.5
30	54	EA_positive	5	41.0
30	54	EA_positive	10	48.0
30	54	EA_positive	20	51.0
31	47	EA_negative	1	19.5
31	47	EA_negative	5	37.5
31	47	EA_negative	10	42.5
31	47	EA_negative	20	46.0
32	41	positive	1	18.5
32	41	positive	5	24.0
32	41	positive	10	30.0
32	41	positive	20	36.0
33	60	EA_positive	1	25.25
33	60	EA_positive	5	49.0
33	60	EA_positive	10	54.0
33	60	EA_positive	20	56.0
34	41	positive	1	16.5
34	41	positive	5	25.0
34	41	positive	10	29.0
34	41	positive	20	36.0
35	60	EA_positive	1	28.5
35	60	EA_positive	5	47.5
35	60	EA_positive	10	54.0
35	60	EA_positive	20	59.0
36	47	EA_negative	1	23.5
36	47	EA_negative	5	37.833333333333336
36	47	EA_negative	10	42.00000000000001
36	47	EA_negative	20	46.000000000000014
37	72	EA_positive	1	36.75
37	72	EA_positive	5	59.0
37	72	EA_positive	10	64.0
37	72	EA_positive	20	68.0
38	41	positive	1	17.5
38	41	positive	5	25.0
38	41	positive	10	32.0
38	41	positive	20	38.0
39	41	positive	1	17.5
39	41	positive	5	25.0
39	41	positive	10	31.0
39	41	positive	20	37.0
40	54	EA_positive	1	22.75
40	54	EA_positive	5	41.0
40	54	EA_positive	10	48.0
40	54	EA_positive	20	49.0
41	25	negative	1	5.972222222222222
41	25	negative	5	19.36111111111111
41	25	negative	10	23.55555555555556
41	25	negative	20	24.000000000000018
42	55	EA_positive	1	19.5
42	55	EA_positive	5	42.0
42	55	EA_positive	10	48.0
42	55	EA_positive	20	50.0
43	58	EA_positive	1	28.25
43	58	EA_positive	5	48.5
43	58	EA_positive	10	52.0
43	58	EA_positive	20	54.0
44	47	EA_negative	1	23.333333333333332
44	47	EA_negative	5	40.5
44	47	EA_negative	10	43.0
44	47	EA_negative	20	46.00000000000001
45	66	EA_positive	1	30.5
45	66	EA_positive	5	52.5
45	66	EA_positive	10	59.0
45	66	EA_positive	20	61.0
46	56	EA_positive	1	27.0
46	56	EA_positive	5	40.5
46	56	EA_positive	10	48.0
46	56	EA_positive	20	53.0
47	41	positive	1	17.5
47	41	positive	5	25.0
47	41	positive	10	31.0
47	41	positive	20	36.0
