C	inner_split	ndcg_ohc
1	0	0.6893008363577914
1	1	0.662044481245092
1	2	0.7097422183292569
4	0	0.6898432648722542
4	1	0.6655847483311114
4	2	0.7001809171971639
16	0	0.6840055124683722
16	1	0.6747422556769072
16	2	0.7085148885219229
32	0	0.691811662961872
32	1	0.6779325618623571
32	2	0.7093990375101
64	0	0.6937319077291969
64	1	0.6796058479390777
64	2	0.7206707486931768
