sample_id	sequence_length	dataset	k	n_top_k
16	53	EA_positive	1	15.5
16	53	EA_positive	5	31.5
16	53	EA_positive	10	41.0
16	53	EA_positive	20	47.0
17	25	negative	1	2.5
17	25	negative	5	11.083333333333332
17	25	negative	10	17.999999999999996
17	25	negative	20	23.250000000000004
18	63	EA_positive	1	11.5
18	63	EA_positive	5	32.0
18	63	EA_positive	10	41.0
18	63	EA_positive	20	51.0
19	47	EA_negative	1	12.0
19	47	EA_negative	5	26.75
19	47	EA_negative	10	36.0
19	47	EA_negative	20	45.00000000000001
20	25	negative	1	2.8333333333333335
20	25	negative	5	13.5
20	25	negative	10	20.0
20	25	negative	20	22.0
21	72	EA_positive	1	18.75
21	72	EA_positive	5	43.0
21	72	EA_positive	10	53.5
21	72	EA_positive	20	60.0
22	41	positive	1	6.0
22	41	positive	5	16.0
22	41	positive	10	22.0
22	41	positive	20	27.0
23	65	EA_positive	1	16.75
23	65	EA_positive	5	33.0
23	65	EA_positive	10	42.0
23	65	EA_positive	20	58.0
24	25	negative	1	4.5
24	25	negative	5	11.75
24	25	negative	10	17.0
24	25	negative	20	24.000000000000007
25	66	EA_positive	1	12.5
25	66	EA_positive	5	36.5
25	66	EA_positive	10	40.0
25	66	EA_positive	20	54.0
26	62	EA_positive	1	16.0
26	62	EA_positive	5	37.0
26	62	EA_positive	10	44.0
26	62	EA_positive	20	53.0
27	41	positive	1	4.0
27	41	positive	5	13.0
27	41	positive	10	17.5
27	41	positive	20	27.0
28	41	positive	1	4.5
28	41	positive	5	16.0
28	41	positive	10	22.0
28	41	positive	20	28.0
29	71	EA_positive	1	18.5
29	71	EA_positive	5	41.0
29	71	EA_positive	10	54.0
29	71	EA_positive	20	66.0
30	54	EA_positive	1	19.0
30	54	EA_positive	5	33.0
30	54	EA_positive	10	39.5
30	54	EA_positive	20	47.0
31	47	EA_negative	1	15.0
31	47	EA_negative	5	28.5
31	47	EA_negative	10	38.5
31	47	EA_negative	20	44.00000000000001
32	41	positive	1	6.5
32	41	positive	5	14.0
32	41	positive	10	19.0
32	41	positive	20	26.0
33	60	EA_positive	1	17.5
33	60	EA_positive	5	34.25
33	60	EA_positive	10	43.5
33	60	EA_positive	20	53.0
34	41	positive	1	8.5
34	41	positive	5	13.0
34	41	positive	10	17.0
34	41	positive	20	26.0
35	60	EA_positive	1	13.0
35	60	EA_positive	5	31.0
35	60	EA_positive	10	44.5
35	60	EA_positive	20	55.0
36	47	EA_negative	1	14.0
36	47	EA_negative	5	32.5
36	47	EA_negative	10	38.5
36	47	EA_negative	20	44.00000000000001
37	72	EA_positive	1	15.75
37	72	EA_positive	5	41.0
37	72	EA_positive	10	50.5
37	72	EA_positive	20	62.0
38	41	positive	1	5.5
38	41	positive	5	14.0
38	41	positive	10	20.0
38	41	positive	20	26.0
39	41	positive	1	7.5
39	41	positive	5	14.0
39	41	positive	10	21.0
39	41	positive	20	27.0
40	54	EA_positive	1	16.75
40	54	EA_positive	5	31.0
40	54	EA_positive	10	37.0
40	54	EA_positive	20	47.0
41	25	negative	1	1.6666666666666667
41	25	negative	5	11.25
41	25	negative	10	17.5
41	25	negative	20	23.000000000000007
42	55	EA_positive	1	13.5
42	55	EA_positive	5	35.0
42	55	EA_positive	10	40.5
42	55	EA_positive	20	47.0
43	58	EA_positive	1	14.0
43	58	EA_positive	5	35.0
43	58	EA_positive	10	46.5
43	58	EA_positive	20	53.0
44	47	EA_negative	1	14.0
44	47	EA_negative	5	28.5
44	47	EA_negative	10	39.5
44	47	EA_negative	20	44.0
45	66	EA_positive	1	17.5
45	66	EA_positive	5	40.0
45	66	EA_positive	10	48.5
45	66	EA_positive	20	59.0
46	56	EA_positive	1	13.0
46	56	EA_positive	5	32.0
46	56	EA_positive	10	41.0
46	56	EA_positive	20	51.0
47	41	positive	1	5.5
47	41	positive	5	14.0
47	41	positive	10	21.0
47	41	positive	20	26.0
