sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	15.5
0	54	EA_positive	5	35.5
0	54	EA_positive	10	42.0
0	54	EA_positive	20	50.0
1	41	positive	1	7.5
1	41	positive	5	16.0
1	41	positive	10	20.0
1	41	positive	20	27.0
2	72	EA_positive	1	16.5
2	72	EA_positive	5	39.0
2	72	EA_positive	10	48.5
2	72	EA_positive	20	60.0
3	47	EA_negative	1	14.0
3	47	EA_negative	5	30.75
3	47	EA_negative	10	36.0
3	47	EA_negative	20	45.0
4	41	positive	1	6.0
4	41	positive	5	17.0
4	41	positive	10	21.0
4	41	positive	20	27.0
5	68	EA_positive	1	20.0
5	68	EA_positive	5	39.0
5	68	EA_positive	10	50.5
5	68	EA_positive	20	60.0
6	47	EA_negative	1	13.0
6	47	EA_negative	5	27.75
6	47	EA_negative	10	38.5
6	47	EA_negative	20	46.00000000000001
7	54	EA_positive	1	9.75
7	54	EA_positive	5	31.0
7	54	EA_positive	10	37.5
7	54	EA_positive	20	44.0
8	47	EA_negative	1	15.0
8	47	EA_negative	5	29.75
8	47	EA_negative	10	37.5
8	47	EA_negative	20	44.00000000000001
9	70	EA_positive	1	21.5
9	70	EA_positive	5	42.0
9	70	EA_positive	10	55.0
9	70	EA_positive	20	64.0
10	55	EA_positive	1	13.75
10	55	EA_positive	5	30.0
10	55	EA_positive	10	38.0
10	55	EA_positive	20	47.0
11	51	EA_positive	1	13.0
11	51	EA_positive	5	30.0
11	51	EA_positive	10	37.0
11	51	EA_positive	20	44.25
12	47	EA_negative	1	11.0
12	47	EA_negative	5	23.5
12	47	EA_negative	10	39.0
12	47	EA_negative	20	45.0
13	53	EA_positive	1	11.0
13	53	EA_positive	5	26.0
13	53	EA_positive	10	29.0
13	53	EA_positive	20	41.0
14	74	EA_positive	1	9.5
14	74	EA_positive	5	37.0
14	74	EA_positive	10	51.5
14	74	EA_positive	20	61.25
15	73	EA_positive	1	15.75
15	73	EA_positive	5	34.0
15	73	EA_positive	10	51.0
15	73	EA_positive	20	63.0
