sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	19.0
0	54	EA_positive	5	36.0
0	54	EA_positive	10	42.0
0	54	EA_positive	20	48.0
1	41	positive	1	11.0
1	41	positive	5	22.0
1	41	positive	10	30.0
1	41	positive	20	36.0
2	72	EA_positive	1	24.0
2	72	EA_positive	5	38.0
2	72	EA_positive	10	48.0
2	72	EA_positive	20	57.0
3	47	EA_negative	1	14.0
3	47	EA_negative	5	24.0
3	47	EA_negative	10	30.0
3	47	EA_negative	20	37.0
4	41	positive	1	8.0
4	41	positive	5	18.0
4	41	positive	10	24.0
4	41	positive	20	32.0
5	68	EA_positive	1	24.0
5	68	EA_positive	5	36.0
5	68	EA_positive	10	49.0
5	68	EA_positive	20	57.0
6	47	EA_negative	1	17.0
6	47	EA_negative	5	25.0
6	47	EA_negative	10	31.0
6	47	EA_negative	20	36.0
7	54	EA_positive	1	14.0
7	54	EA_positive	5	26.0
7	54	EA_positive	10	37.0
7	54	EA_positive	20	45.0
8	47	EA_negative	1	14.0
8	47	EA_negative	5	23.0
8	47	EA_negative	10	30.0
8	47	EA_negative	20	41.0
9	70	EA_positive	1	24.0
9	70	EA_positive	5	42.0
9	70	EA_positive	10	52.0
9	70	EA_positive	20	58.0
10	55	EA_positive	1	13.0
10	55	EA_positive	5	29.0
10	55	EA_positive	10	40.0
10	55	EA_positive	20	47.0
11	51	EA_positive	1	19.0
11	51	EA_positive	5	28.0
11	51	EA_positive	10	35.0
11	51	EA_positive	20	39.0
12	47	EA_negative	1	15.0
12	47	EA_negative	5	25.0
12	47	EA_negative	10	30.0
12	47	EA_negative	20	38.0
13	53	EA_positive	1	17.0
13	53	EA_positive	5	24.0
13	53	EA_positive	10	31.0
13	53	EA_positive	20	39.0
14	74	EA_positive	1	16.0
14	74	EA_positive	5	33.0
14	74	EA_positive	10	46.0
14	74	EA_positive	20	58.0
15	73	EA_positive	1	26.0
15	73	EA_positive	5	45.0
15	73	EA_positive	10	52.0
15	73	EA_positive	20	64.0
16	53	EA_positive	1	13.0
16	53	EA_positive	5	27.0
16	53	EA_positive	10	33.0
16	53	EA_positive	20	41.0
17	25	negative	1	5.0
17	25	negative	5	12.0
17	25	negative	10	14.0
17	25	negative	20	17.0
18	63	EA_positive	1	16.0
18	63	EA_positive	5	32.0
18	63	EA_positive	10	43.0
18	63	EA_positive	20	51.0
19	47	EA_negative	1	12.0
19	47	EA_negative	5	22.0
19	47	EA_negative	10	27.0
