C	inner_split	ndcg_ohc
1	0	0.747727906217486
1	1	0.6787319960334447
1	2	0.6612190268473234
4	0	0.747080274731655
4	1	0.6856388667751669
4	2	0.670873952996621
16	0	0.7445294398682484
16	1	0.6830296832720848
16	2	0.6718720284600966
32	0	0.7311735458366599
32	1	0.6769073904051341
32	2	0.6736400217297023
64	0	0.7255230528879983
64	1	0.6542608785843866
64	2	0.6710326315755656
128	0	0.6894893877555891
128	1	0.621041296304581
128	2	0.663837202829542
256	0	0.6642414317459634
256	1	0.5864840225652761
256	2	0.6278881686147444
