C	inner_split	ndcg_ohc
1	0	0.6765061099758006
1	1	0.6937380693955082
1	2	0.6408156794655528
4	0	0.6815879296427707
4	1	0.6937803330369139
4	2	0.6453817492357935
16	0	0.6870513507054699
16	1	0.6944949247300864
16	2	0.6557222512419111
32	0	0.6730475033426881
32	1	0.6897447463278115
32	2	0.6449242575887872
64	0	0.6691461930892392
64	1	0.6466263869500702
64	2	0.6360759087182093
128	0	0.6581343707121515
128	1	0.6595774459664399
128	2	0.6313865493724288
256	0	0.6253787641778524
256	1	0.6240727213711386
256	2	0.6053714608724451
