C	inner_split	ndcg_ohc
1	0	0.6993484310773577
1	1	0.6718004841204037
1	2	0.6678491542882101
4	0	0.6988420813552882
4	1	0.6828667073171684
4	2	0.6699379726635554
16	0	0.7031050671645067
16	1	0.6836689279365499
16	2	0.6819162121760233
32	0	0.7079928441260348
32	1	0.6802108540626586
32	2	0.6717930792958916
64	0	0.7058006683993957
64	1	0.6750877508416346
64	2	0.6599682075312522
128	0	0.6852983621708726
128	1	0.6541578156148802
128	2	0.6531862106707768
256	0	0.6306843041600547
256	1	0.6226643620324745
256	2	0.6295774529661397
