k	top_acc_perc
1	28.000000000000004
2	47.0
3	50.0
4	56.99999999999999
5	59.0
6	62.0
7	68.0
8	70.0
9	71.0
10	71.0
11	71.0
12	72.0
13	74.0
14	78.0
15	78.0
16	78.0
17	78.0
18	78.0
19	78.0
20	78.0
21	79.0
22	79.0
23	79.0
24	80.0
25	80.0
26	80.0
27	80.0
28	81.0
29	81.0
30	82.0
31	82.0
32	82.0
33	82.0
34	83.0
35	84.0
36	85.0
37	86.0
38	87.0
39	87.0
40	87.0
41	87.0
42	87.0
43	87.0
44	87.0
45	88.0
46	88.0
47	88.0
48	89.0
49	89.0
50	89.0
