C	inner_split	ndcg_ohc
1	0	0.6594095052729081
1	1	0.7047061206687808
1	2	0.661765789877557
4	0	0.6706232517073741
4	1	0.7086698220052898
4	2	0.6677580230960928
16	0	0.6757682251697315
16	1	0.7063810595182517
16	2	0.6872776540983748
32	0	0.6752562817508241
32	1	0.7047100345307536
32	2	0.680512995393813
64	0	0.6614459687093036
64	1	0.6969883528190569
64	2	0.6773682047126696
128	0	0.6606903244476094
128	1	0.6759922898549728
128	2	0.672124612125767
256	0	0.6283478003110295
256	1	0.658284114533872
256	2	0.6558945836397616
