C	inner_split	ndcg_ohc
1	0	0.7322233789532404
1	1	0.710871569244368
1	2	0.7068222955022989
4	0	0.7433931087045824
4	1	0.7196575819763066
4	2	0.7039546968824592
16	0	0.7391071691235033
16	1	0.7120384937539199
16	2	0.7081158992188502
32	0	0.7290335459508849
32	1	0.7133154154905814
32	2	0.7009166502733188
64	0	0.7243786709591068
64	1	0.6946580048962171
64	2	0.6821651306839931
128	0	0.7156809611013205
128	1	0.6600468455663902
128	2	0.6658600171445938
256	0	0.6556108936907263
256	1	0.6028124839301218
256	2	0.6314427229980217
