C	inner_split	ndcg_ohc
1	0	0.6728527161758554
1	1	0.6858690512210647
1	2	0.6883685941323066
4	0	0.6754265606642729
4	1	0.6991472923436274
4	2	0.6942896444670748
16	0	0.6717786872375917
16	1	0.7076829241701394
16	2	0.7050149882654956
32	0	0.6670111574899515
32	1	0.7027166350146059
32	2	0.7027670487120989
64	0	0.6607092455127986
64	1	0.694364054100259
64	2	0.6900973864160381
128	0	0.6710997510369444
128	1	0.6646316112591572
128	2	0.6713084978234368
256	0	0.6349567699274801
256	1	0.6370513831269488
256	2	0.6413077577365361
