C	inner_split	ndcg_ohc
1	0	0.6906511502663505
1	1	0.7150041128481482
1	2	0.6713794239805405
4	0	0.6890149893398927
4	1	0.7194113654675138
4	2	0.6814673980183316
16	0	0.6955294408650439
16	1	0.7266571349868716
16	2	0.6883210499908227
32	0	0.7011648961112213
32	1	0.7015214463182625
32	2	0.6804387109345259
64	0	0.6991277988289171
64	1	0.6846924753115569
64	2	0.6746144997672745
128	0	0.6813231027060724
128	1	0.6621169749589428
128	2	0.6692821755800967
256	0	0.6078152652797841
256	1	0.6330094892640917
256	2	0.6528015500818938
