C	inner_split	ndcg_ohc
1	0	0.7120919750192887
1	1	0.6469884286381766
1	2	0.6713174970422912
4	0	0.7267262409983497
4	1	0.6484842969708202
4	2	0.6789814332414169
16	0	0.7315782373569052
16	1	0.6510993121075661
16	2	0.688338581327678
32	0	0.7154899736407719
32	1	0.641469758642371
32	2	0.6820708222854266
64	0	0.7182150790793695
64	1	0.6341333541006783
64	2	0.6700550184521977
128	0	0.7012512213182481
128	1	0.6201461874011217
128	2	0.6726120616479456
256	0	0.6733591043617299
256	1	0.5998612929753417
256	2	0.6426311735899788
