k	top_acc_perc__casmi	top_acc_perc__csi
1	19.0	19.833333333333336
2	33.0	33.0
3	41.0	41.0
4	48.0	48.166666666666664
5	55.00000000000001	55.33333333333332
6	57.99999999999999	58.166666666666664
7	63.0	63.0
8	63.0	63.0
9	63.0	63.16666666666666
10	64.0	64.33333333333333
11	64.0	64.66666666666666
12	67.0	66.99999999999999
13	67.0	67.33333333333331
14	68.0	68.33333333333331
15	70.0	69.16666666666664
16	70.0	69.99999999999997
17	70.0	70.49999999999997
18	71.0	70.99999999999997
19	72.0	71.99999999999997
20	72.0	71.99999999999997
21	72.0	71.99999999999997
22	74.0	74.62499999999997
23	75.0	75.24999999999997
24	75.0	75.37499999999997
25	77.0	77.49999999999997
26	79.0	78.62499999999997
27	79.0	79.24999999999997
28	80.0	79.87499999999997
29	80.0	79.99999999999997
30	80.0	79.99999999999997
31	80.0	79.99999999999997
32	80.0	79.99999999999997
33	81.0	80.99999999999997
34	81.0	80.99999999999997
35	81.0	80.99999999999997
36	81.0	80.99999999999997
37	81.0	80.99999999999997
38	81.0	80.99999999999997
39	81.0	80.99999999999997
40	82.0	81.99999999999997
41	82.0	81.99999999999997
42	82.0	81.99999999999997
43	82.0	81.99999999999997
44	82.0	81.99999999999997
45	82.0	81.99999999999997
46	82.0	81.99999999999997
47	82.0	81.99999999999997
48	82.0	81.99999999999997
49	82.0	81.99999999999997
50	82.0	81.99999999999997
