k	top_acc_perc
1	23.0
2	39.0
3	47.0
4	53.0
5	56.00000000000001
6	61.0
7	68.0
8	69.0
9	69.0
10	70.0
11	70.0
12	72.0
13	73.0
14	76.0
15	76.0
16	78.0
17	80.0
18	81.0
19	81.0
20	82.0
21	82.0
22	84.0
23	84.0
24	86.0
25	86.0
26	87.0
27	87.0
28	87.0
29	87.0
30	87.0
31	87.0
32	87.0
33	87.0
34	87.0
35	87.0
36	88.0
37	88.0
38	89.0
39	89.0
40	89.0
41	89.0
42	89.0
43	89.0
44	89.0
45	89.0
46	89.0
47	89.0
48	89.0
49	90.0
50	90.0
