k	top_acc_perc__casmi	top_acc_perc__csi
1	16.0	19.41486643437863
2	38.0	39.82973286875726
3	49.0	50.32793263646923
4	53.0	53.15946573751452
5	59.0	59.49099883855982
6	61.0	61.789198606271775
7	62.0	62.337398373983746
8	64.0	64.38559814169571
9	66.0	66.767131242741
10	70.0	70.1486643437863
11	70.0	70.86353077816493
12	72.0	72.24506387921022
13	72.0	72.62659698025551
14	72.0	72.67479674796748
15	72.0	72.72299651567944
16	73.0	73.7711962833914
17	74.0	74.81939605110337
18	75.0	75.86759581881533
19	76.0	76.9157955865273
20	76.0	76.96399535423926
21	77.0	77.01219512195122
22	78.0	77.06039488966319
23	79.0	78.10859465737515
24	79.0	78.15679442508711
25	79.0	78.20499419279908
26	79.0	78.58652729384437
27	80.0	78.96806039488966
28	80.0	79.34959349593495
29	80.0	79.39779326364692
30	80.0	79.44599303135888
31	80.0	79.49419279907085
32	80.0	79.54239256678281
33	80.0	79.59059233449477
34	80.0	79.63879210220674
35	80.0	79.6869918699187
36	80.0	79.73519163763066
37	80.0	79.78339140534263
38	80.0	80.47444831591173
39	81.0	81.16550522648083
40	81.0	81.35656213704993
41	82.0	81.54761904761904
42	82.0	81.71428571428571
43	82.0	81.85714285714285
44	82.0	81.99999999999999
45	82.0	81.99999999999999
46	82.0	82.16666666666666
47	82.0	82.33333333333333
48	83.0	83.5
49	84.0	83.66666666666667
50	84.0	83.83333333333334
51	84.0	84.00000000000001
52	84.0	84.00000000000001
53	84.0	84.33333333333334
54	85.0	84.66666666666667
55	85.0	85.0
56	85.0	85.0
57	85.0	85.0
58	85.0	85.0
59	85.0	85.0
60	85.0	85.0
61	85.0	85.0
62	85.0	85.0
63	86.0	86.0
64	86.0	86.0
65	86.0	86.0
66	86.0	86.0
67	86.0	86.0
68	86.0	86.0
69	86.0	86.0
70	86.0	86.0
71	86.0	86.25
72	86.0	86.5
73	87.0	86.75
74	87.0	87.0
75	87.0	87.0
76	87.0	87.0
77	87.0	87.0
78	87.0	87.0
79	87.0	87.0
80	87.0	87.0
81	87.0	87.0
82	87.0	87.0
83	87.0	87.0
84	87.0	87.0
85	87.0	87.0
86	87.0	87.0
87	88.0	88.0
88	88.0	88.0
89	88.0	88.0
90	88.0	88.0
91	88.0	88.0
92	88.0	88.0
93	88.0	88.0
94	88.0	88.0
95	88.0	88.0
96	88.0	88.0
97	88.0	88.0
98	88.0	88.0
99	88.0	88.0
100	89.0	89.0
101	89.0	89.0
102	89.0	89.0
103	89.0	89.0
104	89.0	89.0
105	89.0	89.0
106	89.0	89.0
107	89.0	89.0
108	89.0	89.0
109	89.0	89.0
110	89.0	89.0
111	90.0	90.0
112	90.0	90.0
113	90.0	90.0
114	90.0	90.0
115	90.0	90.0
116	90.0	90.0
117	90.0	90.0
118	90.0	90.0
119	90.0	90.0
120	90.0	90.0
121	90.0	90.0
122	90.0	90.0
