C	inner_split	ndcg_ohc
1	0	0.6737398922195065
1	1	0.6993533088863099
1	2	0.6958000458758788
4	0	0.673281541676866
4	1	0.7037909093496668
4	2	0.6961791897131201
16	0	0.6742361117307293
16	1	0.7079486129736057
16	2	0.7021423417422626
32	0	0.67956556679057
32	1	0.7041706469588824
32	2	0.6888956000184335
64	0	0.6684049739530975
64	1	0.6871239696910171
64	2	0.6824674158531997
128	0	0.6532965595559749
128	1	0.6680813165198526
128	2	0.6850848250814311
256	0	0.6286672271854671
256	1	0.6204209112679766
256	2	0.6547023536156099
