C	inner_split	ndcg_ohc
1	0	0.7070067304631272
1	1	0.7041953006897086
1	2	0.6865413314653791
4	0	0.7165153141543124
4	1	0.7148671733687487
4	2	0.6943463056596916
16	0	0.7243178955064519
16	1	0.7120931960558252
16	2	0.6947484723797356
32	0	0.7136711574329914
32	1	0.7021886721141363
32	2	0.6881245906032216
64	0	0.697800275103092
64	1	0.6797058890709545
64	2	0.6838421748190268
128	0	0.6987084755706311
128	1	0.6667036718352914
128	2	0.6717760587159187
256	0	0.6769975976047374
256	1	0.6315729554251399
256	2	0.6526353534721123
